V	17.0
G	Smileys & Emotion
S	face-smiling
E	1F600	grinning face	0	
E	1F603	grinning face with big eyes	0	
E	1F604	grinning face with smiling eyes	0	
E	1F601	beaming face with smiling eyes	0	
E	1F606	grinning squinting face	0	
E	1F605	grinning face with sweat	0	
E	1F923	rolling on the floor laughing	0	
E	1F602	face with tears of joy	0	
E	1F642	slightly smiling face	0	
E	1F643	upside-down face	0	
E	1FAE0	melting face	0	
E	1F609	winking face	0	
E	1F60A	smiling face with smiling eyes	0	
E	1F607	smiling face with halo	0	
S	face-affection
E	1F970	smiling face with hearts	0	
E	1F60D	smiling face with heart-eyes	0	
E	1F929	star-struck	0	
E	1F618	face blowing a kiss	0	
E	1F617	kissing face	0	
E	263A FE0F	smiling face	0	
E	1F61A	kissing face with closed eyes	0	
E	1F619	kissing face with smiling eyes	0	
E	1F972	smiling face with tear	0	
S	face-tongue
E	1F60B	face savoring food	0	
E	1F61B	face with tongue	0	
E	1F61C	winking face with tongue	0	
E	1F92A	zany face	0	
E	1F61D	squinting face with tongue	0	
E	1F911	money-mouth face	0	
S	face-hand
E	1F917	smiling face with open hands	0	
E	1F92D	face with hand over mouth	0	
E	1FAE2	face with open eyes and hand over mouth	0	
E	1FAE3	face with peeking eye	0	
E	1F92B	shushing face	0	
E	1F914	thinking face	0	
E	1FAE1	saluting face	0	
S	face-neutral-skeptical
E	1F910	zipper-mouth face	0	
E	1F928	face with raised eyebrow	0	
E	1F610	neutral face	0	
E	1F611	expressionless face	0	
E	1F636	face without mouth	0	
E	1FAE5	dotted line face	0	
E	1F636 200D 1F32B FE0F	face in clouds	0	
E	1F60F	smirking face	0	
E	1F612	unamused face	0	
E	1F644	face with rolling eyes	0	
E	1F62C	grimacing face	0	
E	1F62E 200D 1F4A8	face exhaling	0	
E	1F925	lying face	0	
E	1FAE8	shaking face	0	
E	1F642 200D 2194 FE0F	head shaking horizontally	0	
E	1F642 200D 2195 FE0F	head shaking vertically	0	
S	face-sleepy
E	1F60C	relieved face	0	
E	1F614	pensive face	0	
E	1F62A	sleepy face	0	
E	1F924	drooling face	0	
E	1F634	sleeping face	0	
E	1FAE9	face with bags under eyes	0	
S	face-unwell
E	1F637	face with medical mask	0	
E	1F912	face with thermometer	0	
E	1F915	face with head-bandage	0	
E	1F922	nauseated face	0	
E	1F92E	face vomiting	0	
E	1F927	sneezing face	0	
E	1F975	hot face	0	
E	1F976	cold face	0	
E	1F974	woozy face	0	
E	1F635	face with crossed-out eyes	0	
E	1F635 200D 1F4AB	face with spiral eyes	0	
E	1F92F	exploding head	0	
S	face-hat
E	1F920	cowboy hat face	0	
E	1F973	partying face	0	
E	1F978	disguised face	0	
S	face-glasses
E	1F60E	smiling face with sunglasses	0	
E	1F913	nerd face	0	
E	1F9D0	face with monocle	0	
S	face-concerned
E	1F615	confused face	0	
E	1FAE4	face with diagonal mouth	0	
E	1F61F	worried face	0	
E	1F641	slightly frowning face	0	
E	2639 FE0F	frowning face	0	
E	1F62E	face with open mouth	0	
E	1F62F	hushed face	0	
E	1F632	astonished face	0	
E	1F633	flushed face	0	
E	1FAEA	distorted face	0	
E	1F97A	pleading face	0	
E	1F979	face holding back tears	0	
E	1F626	frowning face with open mouth	0	
E	1F627	anguished face	0	
E	1F628	fearful face	0	
E	1F630	anxious face with sweat	0	
E	1F625	sad but relieved face	0	
E	1F622	crying face	0	
E	1F62D	loudly crying face	0	
E	1F631	face screaming in fear	0	
E	1F616	confounded face	0	
E	1F623	persevering face	0	
E	1F61E	disappointed face	0	
E	1F613	downcast face with sweat	0	
E	1F629	weary face	0	
E	1F62B	tired face	0	
E	1F971	yawning face	0	
S	face-negative
E	1F624	face with steam from nose	0	
E	1F621	enraged face	0	
E	1F620	angry face	0	
E	1F92C	face with symbols on mouth	0	
E	1F608	smiling face with horns	0	
E	1F47F	angry face with horns	0	
E	1F480	skull	0	
E	2620 FE0F	skull and crossbones	0	
S	face-costume
E	1F4A9	pile of poo	0	
E	1F921	clown face	0	
E	1F479	ogre	0	
E	1F47A	goblin	0	
E	1F47B	ghost	0	
E	1F47D	alien	0	
E	1F47E	alien monster	0	
E	1F916	robot	0	
S	cat-face
E	1F63A	grinning cat	0	
E	1F638	grinning cat with smiling eyes	0	
E	1F639	cat with tears of joy	0	
E	1F63B	smiling cat with heart-eyes	0	
E	1F63C	cat with wry smile	0	
E	1F63D	kissing cat	0	
E	1F640	weary cat	0	
E	1F63F	crying cat	0	
E	1F63E	pouting cat	0	
S	monkey-face
E	1F648	see-no-evil monkey	0	
E	1F649	hear-no-evil monkey	0	
E	1F64A	speak-no-evil monkey	0	
S	heart
E	1F48C	love letter	0	
E	1F498	heart with arrow	0	
E	1F49D	heart with ribbon	0	
E	1F496	sparkling heart	0	
E	1F497	growing heart	0	
E	1F493	beating heart	0	
E	1F49E	revolving hearts	0	
E	1F495	two hearts	0	
E	1F49F	heart decoration	0	
E	2763 FE0F	heart exclamation	0	
E	1F494	broken heart	0	
E	2764 FE0F 200D 1F525	heart on fire	0	
E	2764 FE0F 200D 1FA79	mending heart	0	
E	2764 FE0F	red heart	0	
E	1FA77	pink heart	0	
E	1F9E1	orange heart	0	
E	1F49B	yellow heart	0	
E	1F49A	green heart	0	
E	1F499	blue heart	0	
E	1FA75	light blue heart	0	
E	1F49C	purple heart	0	
E	1F90E	brown heart	0	
E	1F5A4	black heart	0	
E	1FA76	grey heart	0	
E	1F90D	white heart	0	
S	emotion
E	1F48B	kiss mark	0	
E	1F4AF	hundred points	0	
E	1F4A2	anger symbol	0	
E	1FAEF	fight cloud	0	
E	1F4A5	collision	0	
E	1F4AB	dizzy	0	
E	1F4A6	sweat droplets	0	
E	1F4A8	dashing away	0	
E	1F573 FE0F	hole	0	
E	1F4AC	speech balloon	0	
E	1F441 FE0F 200D 1F5E8 FE0F	eye in speech bubble	0	
E	1F5E8 FE0F	left speech bubble	0	
E	1F5EF FE0F	right anger bubble	0	
E	1F4AD	thought balloon	0	
E	1F4A4	ZZZ	0	
G	People & Body
S	hand-fingers-open
E	1F44B	waving hand	1	1F44B 1F3FB|1F44B 1F3FC|1F44B 1F3FD|1F44B 1F3FE|1F44B 1F3FF
E	1F91A	raised back of hand	1	1F91A 1F3FB|1F91A 1F3FC|1F91A 1F3FD|1F91A 1F3FE|1F91A 1F3FF
E	1F590 FE0F	hand with fingers splayed	1	1F590 1F3FB|1F590 1F3FC|1F590 1F3FD|1F590 1F3FE|1F590 1F3FF
E	270B	raised hand	1	270B 1F3FB|270B 1F3FC|270B 1F3FD|270B 1F3FE|270B 1F3FF
E	1F596	vulcan salute	1	1F596 1F3FB|1F596 1F3FC|1F596 1F3FD|1F596 1F3FE|1F596 1F3FF
E	1FAF1	rightwards hand	1	1FAF1 1F3FB|1FAF1 1F3FC|1FAF1 1F3FD|1FAF1 1F3FE|1FAF1 1F3FF
E	1FAF2	leftwards hand	1	1FAF2 1F3FB|1FAF2 1F3FC|1FAF2 1F3FD|1FAF2 1F3FE|1FAF2 1F3FF
E	1FAF3	palm down hand	1	1FAF3 1F3FB|1FAF3 1F3FC|1FAF3 1F3FD|1FAF3 1F3FE|1FAF3 1F3FF
E	1FAF4	palm up hand	1	1FAF4 1F3FB|1FAF4 1F3FC|1FAF4 1F3FD|1FAF4 1F3FE|1FAF4 1F3FF
E	1FAF7	leftwards pushing hand	1	1FAF7 1F3FB|1FAF7 1F3FC|1FAF7 1F3FD|1FAF7 1F3FE|1FAF7 1F3FF
E	1FAF8	rightwards pushing hand	1	1FAF8 1F3FB|1FAF8 1F3FC|1FAF8 1F3FD|1FAF8 1F3FE|1FAF8 1F3FF
S	hand-fingers-partial
E	1F44C	OK hand	1	1F44C 1F3FB|1F44C 1F3FC|1F44C 1F3FD|1F44C 1F3FE|1F44C 1F3FF
E	1F90C	pinched fingers	1	1F90C 1F3FB|1F90C 1F3FC|1F90C 1F3FD|1F90C 1F3FE|1F90C 1F3FF
E	1F90F	pinching hand	1	1F90F 1F3FB|1F90F 1F3FC|1F90F 1F3FD|1F90F 1F3FE|1F90F 1F3FF
E	270C FE0F	victory hand	1	270C 1F3FB|270C 1F3FC|270C 1F3FD|270C 1F3FE|270C 1F3FF
E	1F91E	crossed fingers	1	1F91E 1F3FB|1F91E 1F3FC|1F91E 1F3FD|1F91E 1F3FE|1F91E 1F3FF
E	1FAF0	hand with index finger and thumb crossed	1	1FAF0 1F3FB|1FAF0 1F3FC|1FAF0 1F3FD|1FAF0 1F3FE|1FAF0 1F3FF
E	1F91F	love-you gesture	1	1F91F 1F3FB|1F91F 1F3FC|1F91F 1F3FD|1F91F 1F3FE|1F91F 1F3FF
